LDCS,LDCS_name,JACS,JACS specific title,CAH1 code,CAH1 name,CAH2 code,CAH2 name,CAH3 code,CAH3 name
RJ.3,bituminous materials science,F200,Materials science,CAH07,Physical sciences,CAH07-03,"Physical, material and forensic sciences",CAH07-03-03,Materials science
RK.,AGRICULTURAL SCIENCE,D700,Agricultural sciences,CAH06,"Agriculture, food and related studies",CAH06-01,"Agriculture, food and related studies",CAH06-01-02,Agricultural sciences
RK.1,agricultural biology,D710,Agricultural biology,CAH06,"Agriculture, food and related studies",CAH06-01,"Agriculture, food and related studies",CAH06-01-02,Agricultural sciences
RK.4,crop science,D730,Agricultural botany,CAH06,"Agriculture, food and related studies",CAH06-01,"Agriculture, food and related studies",CAH06-01-02,Agricultural sciences
RK.41,seed technology,D730,Agricultural botany,CAH06,"Agriculture, food and related studies",CAH06-01,"Agriculture, food and related studies",CAH06-01-02,Agricultural sciences
RL.,RL.,Z900,Z900,,,,,,
S,S,Z990,Z990,CAH23,Combined and general studies,CAH23-01,Combined and general studies,CAH23-01-01,"Combined, general or negotiated studies"
SA.,AGRICULTURE / HORTICULTURE (GENERAL),D417,Amenity horticulture,CAH06,"Agriculture, food and related studies",CAH06-01,"Agriculture, food and related studies",CAH06-01-03,Agriculture
SA.1,agriculture (general),D400,Agriculture,CAH06,"Agriculture, food and related studies",CAH06-01,"Agriculture, food and related studies",CAH06-01-03,Agriculture
SA.11,tropical agriculture,D400,Agriculture,CAH06,"Agriculture, food and related studies",CAH06-01,"Agriculture, food and related studies",CAH06-01-03,Agriculture
SA.13,marginal / small scale farming,D400,Agriculture,CAH06,"Agriculture, food and related studies",CAH06-01,"Agriculture, food and related studies",CAH06-01-03,Agriculture
SA.2,horticulture (general),D490,Agriculture not elsewhere classified,CAH06,"Agriculture, food and related studies",CAH06-01,"Agriculture, food and related studies",CAH06-01-03,Agriculture
SC.,CROP PROTECTION / FERTILISERS / BYPRODUCTS,D410,Arable & fruit farming,CAH06,"Agriculture, food and related studies",CAH06-01,"Agriculture, food and related studies",CAH06-01-03,Agriculture
SC.1,crop protection,D414,Crop protection,CAH06,"Agriculture, food and related studies",CAH06-01,"Agriculture, food and related studies",CAH06-01-03,Agriculture
SC.11,seed protection,D414,Crop protection,CAH06,"Agriculture, food and related studies",CAH06-01,"Agriculture, food and related studies",CAH06-01-03,Agriculture
SC.12,growing crops protection,D414,Crop protection,CAH06,"Agriculture, food and related studies",CAH06-01,"Agriculture, food and related studies",CAH06-01-03,Agriculture
SC.13,stored crops protection,D414,Crop protection,CAH06,"Agriculture, food and related studies",CAH06-01,"Agriculture, food and related studies",CAH06-01-03,Agriculture
SC.2,animal pest / predator control (farms),D411,Agricultural pests & diseases,CAH06,"Agriculture, food and related studies",CAH06-01,"Agriculture, food and related studies",CAH06-01-02,Agricultural sciences
SC.22,insect pest / predator control (farms),D411,Agricultural pests & diseases,CAH06,"Agriculture, food and related studies",CAH06-01,"Agriculture, food and related studies",CAH06-01-02,Agricultural sciences
SC.3,plant diseases (agriculture),D411,Agricultural pests & diseases,CAH06,"Agriculture, food and related studies",CAH06-01,"Agriculture, food and related studies",CAH06-01-02,Agricultural sciences
SC.31,moulds / fungi: control,D411,Agricultural pests & diseases,CAH06,"Agriculture, food and related studies",CAH06-01,"Agriculture, food and related studies",CAH06-01-02,Agricultural sciences
SC.6,beneficial insect promotion,D490,Agriculture not elsewhere classified,CAH06,"Agriculture, food and related studies",CAH06-01,"Agriculture, food and related studies",CAH06-01-03,Agriculture
SC.7,agricultural / horticultural chemicals,D490,Agriculture not elsewhere classified,CAH06,"Agriculture, food and related studies",CAH06-01,"Agriculture, food and related studies",CAH06-01-03,Agriculture
SC.72,herbicides (farms),D490,Agriculture not elsewhere classified,CAH06,"Agriculture, food and related studies",CAH06-01,"Agriculture, food and related studies",CAH06-01-03,Agriculture
SC.73,pesticides (farms),D490,Agriculture not elsewhere classified,CAH06,"Agriculture, food and related studies",CAH06-01,"Agriculture, food and related studies",CAH06-01-03,Agriculture
SC.74,fungicides (farms),D490,Agriculture not elsewhere classified,CAH06,"Agriculture, food and related studies",CAH06-01,"Agriculture, food and related studies",CAH06-01-03,Agriculture
SC.75,artificial fertilisers (farm),D490,Agriculture not elsewhere classified,CAH06,"Agriculture, food and related studies",CAH06-01,"Agriculture, food and related studies",CAH06-01-03,Agriculture
SC.8,natural / organic fertilisers (farm),D490,Agriculture not elsewhere classified,CAH06,"Agriculture, food and related studies",CAH06-01,"Agriculture, food and related studies",CAH06-01-03,Agriculture
SC.9,agricultural byproducts utilisation (farm),D490,Agriculture not elsewhere classified,CAH06,"Agriculture, food and related studies",CAH06-01,"Agriculture, food and related studies",CAH06-01-03,Agriculture
SD.,CROP HUSBANDRY,D415,Crop production,CAH06,"Agriculture, food and related studies",CAH06-01,"Agriculture, food and related studies",CAH06-01-03,Agriculture
SD.1,crop production,D415,Crop production,CAH06,"Agriculture, food and related studies",CAH06-01,"Agriculture, food and related studies",CAH06-01-03,Agriculture
SD.11,arable farming,D410,Arable & fruit farming,CAH06,"Agriculture, food and related studies",CAH06-01,"Agriculture, food and related studies",CAH06-01-03,Agriculture
SD.12,market gardening,D415,Crop production,CAH06,"Agriculture, food and related studies",CAH06-01,"Agriculture, food and related studies",CAH06-01-03,Agriculture
SD.13,vegetable production,D415,Crop production,CAH06,"Agriculture, food and related studies",CAH06-01,"Agriculture, food and related studies",CAH06-01-03,Agriculture
SD.2,field crop production,D415,Crop production,CAH06,"Agriculture, food and related studies",CAH06-01,"Agriculture, food and related studies",CAH06-01-03,Agriculture
SD.22,cereals,D415,Crop production,CAH06,"Agriculture, food and related studies",CAH06-01,"Agriculture, food and related studies",CAH06-01-03,Agriculture
SD.23,root / bulb crops,D415,Crop production,CAH06,"Agriculture, food and related studies",CAH06-01,"Agriculture, food and related studies",CAH06-01-03,Agriculture
SD.24,legumes,D415,Crop production,CAH06,"Agriculture, food and related studies",CAH06-01,"Agriculture, food and related studies",CAH06-01-03,Agriculture
SD.25,brassicas,D415,Crop production,CAH06,"Agriculture, food and related studies",CAH06-01,"Agriculture, food and related studies",CAH06-01-03,Agriculture
SD.26,breakcrops,D415,Crop production,CAH06,"Agriculture, food and related studies",CAH06-01,"Agriculture, food and related studies",CAH06-01-03,Agriculture
SD.27,herbs / salads (field grown),D415,Crop production,CAH06,"Agriculture, food and related studies",CAH06-01,"Agriculture, food and related studies",CAH06-01-03,Agriculture
SD.28,ornamental plants (field grown),D415,Crop production,CAH06,"Agriculture, food and related studies",CAH06-01,"Agriculture, food and related studies",CAH06-01-03,Agriculture
SD.3,grassland,D410,Arable & fruit farming,CAH06,"Agriculture, food and related studies",CAH06-01,"Agriculture, food and related studies",CAH06-01-03,Agriculture
SD.4,glasshouse / protected crop production,D416,Glasshouse culture,CAH06,"Agriculture, food and related studies",CAH06-01,"Agriculture, food and related studies",CAH06-01-03,Agriculture
SD.41,glasshouse crop production (general),D416,Glasshouse culture,CAH06,"Agriculture, food and related studies",CAH06-01,"Agriculture, food and related studies",CAH06-01-03,Agriculture
SD.42,protected crop production (general),D416,Glasshouse culture,CAH06,"Agriculture, food and related studies",CAH06-01,"Agriculture, food and related studies",CAH06-01-03,Agriculture
SD.43,vegetable production (protected),D416,Glasshouse culture,CAH06,"Agriculture, food and related studies",CAH06-01,"Agriculture, food and related studies",CAH06-01-03,Agriculture
SD.44,flowers (glasshouse),D416,Glasshouse culture,CAH06,"Agriculture, food and related studies",CAH06-01,"Agriculture, food and related studies",CAH06-01-03,Agriculture
SD.45,plants: ornamental (glasshouse),D416,Glasshouse culture,CAH06,"Agriculture, food and related studies",CAH06-01,"Agriculture, food and related studies",CAH06-01-03,Agriculture
SD.5,fruit production,D415,Crop production,CAH06,"Agriculture, food and related studies",CAH06-01,"Agriculture, food and related studies",CAH06-01-03,Agriculture
SD.6,organic crop production,D416,Glasshouse culture,CAH06,"Agriculture, food and related studies",CAH06-01,"Agriculture, food and related studies",CAH06-01-03,Agriculture
SD.7,plant propagation / breeding,D490,Agriculture not elsewhere classified,CAH06,"Agriculture, food and related studies",CAH06-01,"Agriculture, food and related studies",CAH06-01-03,Agriculture
SD.71,micropropagation,D490,Agriculture not elsewhere classified,CAH06,"Agriculture, food and related studies",CAH06-01,"Agriculture, food and related studies",CAH06-01-03,Agriculture
SD.8,nursery stock production,D490,Agriculture not elsewhere classified,CAH06,"Agriculture, food and related studies",CAH06-01,"Agriculture, food and related studies",CAH06-01-03,Agriculture
SD.9,genetically engineered crop production,D490,Agriculture not elsewhere classified,CAH06,"Agriculture, food and related studies",CAH06-01,"Agriculture, food and related studies",CAH06-01-03,Agriculture
SE.,GARDENING / FLORISTRY,D490,Agriculture not elsewhere classified,CAH06,"Agriculture, food and related studies",CAH06-01,"Agriculture, food and related studies",CAH06-01-03,Agriculture
SE.2,SE.2,Z990,Z990,CAH23,Combined and general studies,CAH23-01,Combined and general studies,CAH23-01-01,"Combined, general or negotiated studies"
SE.21,SE.21,Z990,Z990,CAH23,Combined and general studies,CAH23-01,Combined and general studies,CAH23-01-01,"Combined, general or negotiated studies"
SE.22,SE.22,Z990,Z990,CAH23,Combined and general studies,CAH23-01,Combined and general studies,CAH23-01-01,"Combined, general or negotiated studies"
SE.23,SE.23,Z990,Z990,CAH23,Combined and general studies,CAH23-01,Combined and general studies,CAH23-01-01,"Combined, general or negotiated studies"
SE.25,SE.25,Z990,Z990,CAH23,Combined and general studies,CAH23-01,Combined and general studies,CAH23-01-01,"Combined, general or negotiated studies"
SE.26,SE.26,Z990,Z990,CAH23,Combined and general studies,CAH23-01,Combined and general studies,CAH23-01-01,"Combined, general or negotiated studies"
SE.27,SE.27,Z990,Z990,CAH23,Combined and general studies,CAH23-01,Combined and general studies,CAH23-01-01,"Combined, general or negotiated studies"
SE.3,organic gardening,D490,Agriculture not elsewhere classified,CAH06,"Agriculture, food and related studies",CAH06-01,"Agriculture, food and related studies",CAH06-01-03,Agriculture
SE.31,SE.31,Z990,Z990,CAH23,Combined and general studies,CAH23-01,Combined and general studies,CAH23-01-01,"Combined, general or negotiated studies"
SE.32,SE.32,Z990,Z990,CAH23,Combined and general studies,CAH23-01,Combined and general studies,CAH23-01-01,"Combined, general or negotiated studies"
SE.33,SE.33,Z990,Z990,CAH23,Combined and general studies,CAH23-01,Combined and general studies,CAH23-01-01,"Combined, general or negotiated studies"
SE.34,SE.34,Z990,Z990,CAH23,Combined and general studies,CAH23-01,Combined and general studies,CAH23-01-01,"Combined, general or negotiated studies"
SE.4,SE.4,Z990,Z990,CAH23,Combined and general studies,CAH23-01,Combined and general studies,CAH23-01-01,"Combined, general or negotiated studies"
SE.41,SE.41,Z990,Z990,CAH23,Combined and general studies,CAH23-01,Combined and general studies,CAH23-01-01,"Combined, general or negotiated studies"
SE.42,SE.42,Z990,Z990,CAH23,Combined and general studies,CAH23-01,Combined and general studies,CAH23-01-01,"Combined, general or negotiated studies"
SE.43,SE.43,Z990,Z990,CAH23,Combined and general studies,CAH23-01,Combined and general studies,CAH23-01-01,"Combined, general or negotiated studies"
SE.44,SE.44,Z990,Z990,CAH23,Combined and general studies,CAH23-01,Combined and general studies,CAH23-01-01,"Combined, general or negotiated studies"
SE.5,SE.5,Z990,Z990,CAH23,Combined and general studies,CAH23-01,Combined and general studies,CAH23-01-01,"Combined, general or negotiated studies"
SE.51,SE.51,Z990,Z990,CAH23,Combined and general studies,CAH23-01,Combined and general studies,CAH23-01-01,"Combined, general or negotiated studies"
SE.52,SE.52,Z990,Z990,CAH23,Combined and general studies,CAH23-01,Combined and general studies,CAH23-01-01,"Combined, general or negotiated studies"
SE.53,SE.53,Z990,Z990,CAH23,Combined and general studies,CAH23-01,Combined and general studies,CAH23-01-01,"Combined, general or negotiated studies"
SE.7,floristry,D490,Agriculture not elsewhere classified,CAH06,"Agriculture, food and related studies",CAH06-01,"Agriculture, food and related studies",CAH06-01-03,Agriculture
SE.8,SE.8,Z990,Z990,CAH23,Combined and general studies,CAH23-01,Combined and general studies,CAH23-01-01,"Combined, general or negotiated studies"
SE.9,landscape design / architecture,K330,Landscape design,CAH13,"Architecture, building and planning",CAH13-01,"Architecture, building and planning",CAH13-01-03,Landscape design
SE.91,landscape gardening,K320,Landscape studies,CAH13,"Architecture, building and planning",CAH13-01,"Architecture, building and planning",CAH13-01-03,Landscape design
SE.911,garden pond construction,K310,Landscape architecture,CAH13,"Architecture, building and planning",CAH13-01,"Architecture, building and planning",CAH13-01-03,Landscape design
SE.92,garden design,K340,Garden design,CAH13,"Architecture, building and planning",CAH13-01,"Architecture, building and planning",CAH13-01-03,Landscape design
SF.,AMENITY HORTICULTURE,D417,Amenity horticulture,CAH06,"Agriculture, food and related studies",CAH06-01,"Agriculture, food and related studies",CAH06-01-03,Agriculture
SF.2,park keeping,D900,"Others in veterinary sciences, agriculture & related subjects",CAH05,Veterinary sciences,CAH05-01,Veterinary sciences,CAH05-01-02,Others in veterinary sciences
SF.3,sports ground / green keeping,D900,"Others in veterinary sciences, agriculture & related subjects",CAH05,Veterinary sciences,CAH05-01,Veterinary sciences,CAH05-01-02,Others in veterinary sciences
SF.33,field event ground preparation,D900,"Others in veterinary sciences, agriculture & related subjects",CAH05,Veterinary sciences,CAH05-01,Veterinary sciences,CAH05-01-02,Others in veterinary sciences
SF.36,sports turf culture / management,D900,"Others in veterinary sciences, agriculture & related subjects",CAH05,Veterinary sciences,CAH05-01,Veterinary sciences,CAH05-01-02,Others in veterinary sciences
SF.37,golf course maintenance,D900,"Others in veterinary sciences, agriculture & related subjects",CAH05,Veterinary sciences,CAH05-01,Veterinary sciences,CAH05-01-02,Others in veterinary sciences
SF.4,ornamental amenity horticulture,D900,"Others in veterinary sciences, agriculture & related subjects",CAH05,Veterinary sciences,CAH05-01,Veterinary sciences,CAH05-01-02,Others in veterinary sciences
SF.41,lawn / grass care (amenity horticulture),D900,"Others in veterinary sciences, agriculture & related subjects",CAH05,Veterinary sciences,CAH05-01,Veterinary sciences,CAH05-01-02,Others in veterinary sciences
SF.42,plants / shrubs (amenity horticulture),D900,"Others in veterinary sciences, agriculture & related subjects",CAH05,Veterinary sciences,CAH05-01,Veterinary sciences,CAH05-01-02,Others in veterinary sciences
